,index,Unnamed: 0,Nom,Description_type,Prix_Originel,Prix_Reduc,Voyageurs,Chambres,Lits,Salles_de_Bain,Note,Nb_com,Logement_Entier,Arrivée_irréprochable,Hôte_expérimenté,Excellente_communication,Accueil_unique,Parfaitement_propre,Propre et rangé,Idéalement_situé,Annulation_gratuite_pendant_48_heures,Annulation_gratuite_longue,Arrivée_autonome,Superhost_list,Wi-Fi,WiFi_portable,lave_linge, Espace_travail_ordi,Equipement_base,Chauffage,Fer_à_Repasser,Télévision,Eau_chaude,Table_à_langer,Chaise_haute,Lit_pour_bébé,Livres_et_jouets_pour_enfants,Parking_payant,Parking_gratuit,Chargeur_EV,Salle_de_sport,Jacuzzi,Ascenseur,Piscine,Cuisine,Réfrigérateur,Vaisselle_et_couverts,Four_à_micro_ondes,Petit_déjeuner,four,Lave_vaisselle,Cafetière,Cuisinière,Ustensiles_de_cuisine_de_base,Acceuil_Personnel,Entrée_privée,Salon_privé,Boîte_à_clé_sécurisée,Clés_remises_par_hôte,Jardin,Sèche_cheveux,Cintres,Shampooing,Gel_douche,Oreillers_et_couvertures,Draps,Porte_de_la_chambre_avec_verrou,Dépôt_de_bagages_autorisé,Séjours_longue_durée_autorisé,Détecteur_de_fumée,Détecteur_de_monoxyde_de_carbone,Extincteur,Kit_de_premiers_secours,Fête,Fumeur,Animaux,Bébés,Nb_équipement,Description,Lien
2836,144,144,Lovely 2BR Flat with Balcony Steps from the Louvre,Vous aurez le logement (appartement) rien que pour vous.,153€,153€,6 voyageurs,3 chambres,2 lits,2 salles de bain,,,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,Afficher les 29 équipements,"Centrally located vacation rental in Paris’s 1st Arrondissement, near the Louvre and Tuileries Gardens.

Le logement
Apartment Overview:
- 2 bedroom, 2 bathroom apartment with balcony
- Comfortably accommodates up to 6 people
- 2nd floor apartment without an elevator
- 50 square meters with a kitchen, washer/dryer, cable TV and free Wi-Fi
- Steps from the Louvre, Tuileries Gardens and Palais Royal
- Nearest metro: Palais Royal – Museé du Louvre (Lines 1 and 7)

About the apartment:
This chic and airy 50sqm apartment is located on the 2nd floor of a charming Parisian building without an elevator. Upon entering the apartment, you are met with the open-plan kitchen, living and dining area. The fully equipped kitchen features a microwave, 2-plate electric stove, coffee machine, fridge and freezer, teakettle and more. The kitchen also comes with all the pots, pans, cutlery, utensils and crockery that you could need during your stay. There is a dining table that can comfortably seat 4 people so that you can enjoy a meal at home. The living area contains a comfortable sofa on which you can watch the flat screen television with cable after a long day of sightseeing. The couch can be converted into a bed to sleep two guests if required. Extra liens are provided for this bed. The Parisian balcony is accessible from the living area and offers some great views the city.

Just off the living area is the first bedroom at the front of the apartment with a double bed and ample storage space for your belongings. All bedding, pillows and sheets are provided and you will find each of the beds neatly made on arrival. This bedroom faces the street but is well-isolated thanks to its double glazed windows. Please note there is a window in the bedroom that faces the living area.

Moving towards the rear of the apartment is the main bathroom, tastefully decorated with china fittings and recently renovated. This bathroom has a stand-up shower, toilet, wash basin and mirror. Luxurious and fluffy bath towels are provided for six guests. There is also a hair dyer in the flat so no need to pack one! Complementary toilet rolls, shower gel, shampoo and hand soap are also included to start of your stay.

The second bedroom is located at the end of the hallway and contains a double bed as well as a small wardrobe. The second half-bathroom is accessible through this bedroom and contains a combination bathtub/shower and sink. There is also a clothes washing and drying machine so you can pack lightly and save some room for some Parisian souvenirs. An iron and ironing board are also at your disposal.

The apartment is heated throughout during the winter months. There is no air conditioning but we will be happy to provide you with fans for your visit should warm temperatures be in the Paris weather forecast. A member of our Welcoming Team will meet you upon arrival, give you the keys and entry codes, a tour of the apartment and its appliances, help you to connect to the Wi-Fi and more. You’ll find a personal guidebook in the flat with suggestions on where to eat and shop in Paris.

Management reserves the right to enter the property for purposes of inspection, maintenance, cleaning, to show the unit to potential purchasers or tenants. This will be exercised in a reasonable fashion and always provide written notice in advance, except in cases of emergency. Your comprehension and cooperation are appreciated.

Accès des voyageurs
Free Wi-Fi and internet codes, guides and information on Paris, sheets, towels, soaps and much more!

Autres remarques
A baby bed can be provided upon request for an additional fee of 40€ for your stay. A baby chair can be provided for 40€. Both can be provide for 60€. Please confirm after your reservation is confirmed.

When sending an inquiry or placing a booking request, please include as many details about yourself and the people you are traveling with. Who are you? What do you do for a living? What brings you to the city? Have you read through the strict flat policies and do you intend to respect them?

Remember a fully-refundable 800€ damage deposit will be held to cover damage, breakage of rules, loss of keys, etc.

In the instance that you arrive between 7:00PM and 9:00PM there will be a 30 € late check-in fee, if you arrive even later, between 9:00PM and 11:00PM the check-in fee will be 50 €. Between 11:00PM and 1:00AM the check-in fee will be 80 €. After 1:00AM there will be a 100€ check-in fee. This fee is payable in cash in local currency.

Numéro d'enregistrement
7510104292903",https://www.airbnb.fr/rooms/43543223/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206069_Q64OnEMAfBzfF14p&guests=1
2839,147,147,Bourg Tibourg - District Le Marais,Vous aurez le logement (appartement) rien que pour vous.,124€,124€,4 voyageurs,1 chambre,2 lits,"1,5 salle de bain","4,60",(143),1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Afficher les 16 équipements,"Sublime appartement situé en plein coeur du Marais entre la rue Sainte Croix de la Bretonnerie et la rue Vieille du Temple


Il est parfait pour les couples avec enfants, les voyageurs en solo ou les voyageurs d'affaires.

Le logement
Sublime appartement situé en plein coeur du Marais entre la rue Sainte Croix de la Bretonnerie et la rue Vieille du Temple


Il est parfait pour les couples avec enfants, les voyageurs en solo ou les voyageurs d'affaires.





Appartement au 2ème étage avec ascenseur qui comprend :


- Séjour avec canapé-lit, 1 table avec des chaises , TV, Wifi


- Une cuisine entièrement équipée (plaques cuisson, micro-ondes, grille-pain, machine Nespresso, machine à laver)


- 1 chambre avec lit double


- 1 salle de bain avec douche et 1 toilette


Les frais de ménage comprennent des draps et des serviettes propres pour chaque invité et le nettoyage est réalisé par un agent d'entretien professionnel.


En plein coeur du Marais, l'appartement se situe entre la rue Vieille du temple et la rue Sainte croix de la Bretonnerie. Entre ce célèbre quartier et à proximité de la Place de la Bastille vous aurez la possibilité en quelques minutes à pieds de découvrir deux ambiances parisiennes très différentes, l'une très authentique avec ses rues piétonnes, ses bars et ses magasins rares, l'autre très populaire et vivante jusqu'au bout de la nuit !


Vous ne saurez que choisir entre la romantique Place des Vosges, place la plus ancienne de Paris, l'Hôtel de Ville à l'architecture grandiose ou le fameux musée national de Picasso.


A 900m à pieds le marché Couvert des Enfants Rouges situé rue de Bretagne est un lieu de rendez-vous conviviaux des Parisiens.


Afin de déguster les meilleurs falafels de Paris, direction l’un des commerces de la rue des Rosiers, comme l’As du Falafel à 350m à pieds.


Pour les amateurs de mode, le Marais est incontestablement l’un des meilleurs quartiers de Paris pour faire du shopping! Entre le BHV Marais, les boutiques de luxe et pour les fanas de vintage les friperies vous ravirons.





Métro ligne 1 et 11 Hôtel de Ville à 381m


Métro ligne 7 Pont-Marie à 443m


Métro ligne 1 Saint-Paul à 431m

Accès des voyageurs
les voyageurs ont accès à tout l'appartement.

Autres remarques
Services extra (optionnels):

- Arrivée en dehors des heures d'ouverture de 19h à 23h:
Prix: 30 € par réservation.
Unités disponibles: 2.

- Lit bébé:
Prix: 20 € par jour.
Unités disponibles: 2.

- Arrivée en dehors des heures d'ouvertures à partir de 23h:
Prix: 50 € par réservation.
Unités disponibles: 2.

Numéro d'enregistrement
7510402565923",https://www.airbnb.fr/rooms/21793347/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206086_O3sq0%2FHbfYZhTs35&guests=1
2842,150,150,SALE! Elegant 3Bed with Spectacular Eiffel Views,Vous aurez le logement (appartement) rien que pour vous.,371€,371€,6 voyageurs,3 chambres,4 lits,"2,5 salles de bain","4,57",(14),1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,Afficher les 35 équipements,"ON SALE NOW!

o Enviable Eiffel Tower views (featured in magazines)
o Managed with the attentiveness of a 5 star hotel
o Refined French-style interior design
o Renovated to a high standard
o Air-conditioned! (A rare luxury in Paris!)
o Modern, well-appointed kitchen & bathrooms
o Ideal Left-Bank location with easy access to the best of Paris
o Perfect for families or friends travelling together

Le logement
An elegant apartment with spectacular Eiffel Tower views, the Bergerac features 3-bedrooms, 2-bathroom and sleeps up to 6, making it is an ideal option for a family of up to 4 adults or group of friends planning a dream trip to Paris. Located just moments from the tower itself, in one of the most upscale neighbourhoods in Paris, the Bergerac offers easy access to the city’s most famous sights, galleries and restaurants. For those who wish to take advantage of the well-appointed kitchen and enjoy the views from the dining area or balcony, a market street favoured by local foodies is also nearby. The Bergerac has been completely renovated and features the same quality and attention to detail that you’ll find in all Paris Perfect apartment rentals.

LIVING & DINING AREA & SO-CLOSE-YOU-CAN-TOUCH-IT VIEWS!
The gorgeous living space has ample room for both a dining table with seating for 6 and a comfortable seating area (the sofa opens out into a double bed). The room is incredibly light thanks to two sets of double doors opening onto a balcony with DAZZLING VIEWS of the Eiffel Tower - the perfect spot for a morning coffee or an evening drink. There is also a flat screen TV with American channels.

KITCHEN
Adjacent to the dining area, the well-designed kitchen is fully-equipped with a dishwasher, four-burner induction stovetop, convection oven, microwave and full-size refrigerator with freezer. Coffee lovers can start the day with a hit from the Nespresso machine.

BEDROOM 1 & VIEW
The elegantly furnished master bedroom has a generous king-size bed which can alternatively be split into 2 singles, offering guests maximum flexibility. French doors open directly to offer stunning views to the Eiffel Tower. There is a flat-screen TV with cable access and large built-in wardrobes.

BEDROOM 2
With a queen-size bed, this room has large windows perfect for watching the sunrise over the Paris rooftops.

BEDROOM 3 - ENSUITE
The compact but chic third bedroom has a single bed and its own ensuite with a shower, basin and WC, as well as double doors to a decorative balcony (please note, you cannot step outside).

MAIN BATHROOM
Featuring a bathtub with overhead shower and vanity unit with two vessel basins (no WC).

POWDER ROOM
There is a small separate powder room with basin and WC.

A/C & HEATING
You can be confident of being cool in summer and warm in winter at this apartment, thanks to central heating and three powerful portable air conditioners. Central heating keeps the apartment nice and toasty in winter.

Accès des voyageurs
The apartment is located on the 6th floor (7th floor American) with an elevator. There are 6 steps from the street entrance to the elevator. Guests have access to the entire apartment.

Autres remarques
To welcome you to Paris, we provide a WELCOME BASKET upon arrival, including a complimentary bottle of wine.

We also provide STARTER SUPPLIES of dishwasher and laundry detergents, garbage bags and paper towels, Nespresso capsules, tea, sugar, milk, etc.

We supply LUXURY cotton towels, high thread count sheets as well as bath soaps and hand lotion.

You will have access to FREE HIGH-SPEED WIRELESS INTERNET & CABLE TV during your stay.

You can make FREE TELEPHONE CALLS to landlines and cells in the United States and Canada (except Alaska). Free calls to landlines only in Europe, Australia, New Zealand and many other countries.

As a commercial zoned building, the apartment is one of the only 100% LEGAL LISTINGS in Paris.

You will find a handy, DETAILED MANUAL that outlines the key features of the apartment and the surrounding neighborhood.

Numéro d'enregistrement
7510700700272",https://www.airbnb.fr/rooms/18014953/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206104_UkxyOdcs8KmPNMTa&guests=1
2845,153,153,Loft avec jardin terrasse aux portes de Paris !,Vous aurez le logement (loft) rien que pour vous.,98€,98€,7 voyageurs,1 chambre,4 lits,"1,5 salle de bain","4,89",(27),1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,Afficher les 28 équipements,"Un havre de paix au vert pour profiter de la capitale. Loft clair et spacieux dans un écrin de verdure, à proximité de Paris. Terrasse privative arborée. Idéal en famille.
Parcs et commerces à proximité. A 30 min de la station Châtelet-les-Halles.

A haven of greenery on the doorsteps of Paris! A clear and roomy loft in a greenery setting, with a private patio on a garden. Perfect for families.
Parks, garden & city center nearby. Chatelet-Les-Halles (Paris very center) at 30 min door to door.

Le logement
Le logement rénové en 2019 est entièrement indépendant et équipé et bénéficie d'un accès indépendant via une cour commune à un autre logement (celui des propriétaires) donnant sur une impasse, et un jardin de l'autre côté.
3m de hauteur sous plafond dans le salon. Mobilier de jardin pour manger dehors.
Vous êtes totalement indépendants et vous sentirez chez vous, à 2, en famille ou entre amis !
Possibilité de garer 1 (voire 2) voitures et des vélos dans la cour.

This loft has been totally refurbished in 2019 and is totally independant. Access through a common portal on a dead-end / garden on the other side. 3m high ceiling in the living room.

Accès des voyageurs
Vous aurez accès au logement entier et terrasse privative, rien que pour vous !
Équipements :
- 1 lit double queen size (180x200)
- 1 lit double (140x200)
- 1 lit simple (90x200)
- 1 lit canapé-lit double (140x200)
- 1 grand salon sur baie vitrée donnant sur une terrasse arborée
- 1 salle de douche + WC
- Draps et serviettes fournies / savon et shampoing / sèche-cheveux
- lave-linge
- 1 cuisine équipée : réfrigérateur, four, plaque de cuisson, bouilloire et cafetière / vaisselle
- thé et café fournis",https://www.airbnb.fr/rooms/38068894/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206120_hKwQnZCvXi4Rsp9M&guests=1
2846,154,154,APPARTEMENT AGRÉABLE SITUÉ AU CENTRE D'ISSY-LES-MOULINEAUX,Vous aurez le logement (appartement) rien que pour vous.,95€,95€,4 voyageurs,2 chambres,2 lits,1 salle de bain,,,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,Afficher les 24 équipements,"Appartement agréable et confortable au centre d’Issy-les-Moulineaux. Proche du Parc des Exposition et d’Aquaboulevard. Le logement possède deux chambres séparées et peut accueillir confortablement 4 personnes. Machine à laver, capsules Nespresso et lecteur DVD sont aussi inclus. Les draps et serviettes seront fournis. A noter que le check-in se fait entre 15h et 21h et le check-out jusqu'à 11h. Pour plus d'information n'hésitez pas à lire la description détaillée ci-dessous. :)

Le logement
- Caractéristiques appréciées par mes voyageurs -

- Appartement agréable car possède deux chambres séparées, pour 4 personnes.
- Super emplacement pour une clientèle d’affaire car le logement se situe au centre d'Issy-les-Moulineaux, proche du Parc des Expositions.
- Entièrement équipé, draps, serviettes, vanity kits seront fournis ainsi que des capsules de café.
- L’appartement est muni d’un chauffage collectif et d’une chaudière au gaz.

- Autres caractéristiques à prendre en compte -

- L’appartement est assez classique.
- Le check-in se fait entre 15h et 21h et le check-out se fait au plus tard à 11h le jour du départ.
- Vous aurez un jeu de clés à votre disposition.

- Le logement -

Vous apprécierez mon logement pour sa localisation, son confort et ses équipements.

L'appartement peut accueillir 4 personnes et se situe au 1er étage uniquement accessible par les escaliers.

Pour profiter au maximum de votre séjour, vous aurez à disposition :

- Salon convivial et chaleureux : fauteuils, télévision, bibliothèque de livres et table à manger pour 4 personnes.
- Cuisine bien équipée : plaques de cuisson, micro-ondes, four, réfrigérateur, machine à laver, grille-pain, bouilloire, machine à café Nespresso, ustensiles de cuisine.
- Une première chambre confortable avec un lit double.
- Une seconde chambre agréable avec un lit queensize.
- Salle de bain propre et soignée : baignoire, lavabo, miroir, meuble de rangement, sèche-serviette électrique, toilette.

Numéro d'enregistrement
9204000012715",https://www.airbnb.fr/rooms/41160747/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206128_L8s5xoHzViGYS3T7&guests=1
2847,155,155,Paris Center - 85 sqm - aircon - 2Br/1Ba - up to 6,Vous aurez le logement (appartement) rien que pour vous.,150€,150€,6 voyageurs,2 chambres,2 lits,1 salle de bain,"4,81",(21),1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,Afficher les 31 équipements,"Très bel appartement entièrement rénové et décoré avec soin de 85 M2 dans un immeuble haussmannien. Il est très lumineux et idéalement situé à deux pas du quartier piétonnier très prisé de Montorgueil, au coeur de Paris. Un supermarché et le métro Réaumur Sébastopol se trouvent au pied de l'immeuble.

Le logement
Très bel appartement entièrement rénové et décoré avec soin.

Vous l'apprécierez autant pour sa situation géographique que pour son calme (dernier étage de l'immeuble avec ascenseur)

Ce magnifique appartement de 85m2 comprend 2 chambres, un spacieux salon avec cuisine américaine, une grande salle d'eau avec douche et un wc. Le salon ainsi que la chambre principale possèdent la climatisation.

Le salon est équipé d'un téléviseur avec plus de 100 chaines, d'un lecteur dvd et d'un canapé-lit pouvant accueillir 2 personnes.

La grande chambre est équipée d'un très grand lit double 200x200 cm, la seconde d'un lit Queen size 160x200 cm.

Les serviettes de bain et draps sont également fournis.

Accès des voyageurs
Les voyageurs ont accès à l'appartement en entier

Autres remarques
- Le jour de votre arrivée :
Les entrées se font entre 15:00 et 20:00
Pour toute entrée après 20:00, un supplément de 30 euros sera demandé.
Pour toute entrée après 22:00, un supplément de 50 euros sera demandé.
Pas de check in après 23:00
Les sorties se font jusqu'à 11:00 au plus tard.
- Cet appartement n'accepte pas l'organisation de fêtes : des frais importants s'appliqueront si les voyageurs ne respectent pas cela.
- En cas de plainte de la part de notre voisinage ou de la police, les locataires seront demandés de quitter les lieux immédiatement, sans remboursement possible.
- A votre arrivée, nous vous demanderons une pièce d'identité officielle avec le nom et le prénom qui apparaît sur votre réservation et ceci afin de prévenir de toute fraude
- Limité à 1 bébé (moins de deux ans) à titre gracieux. Les autres bébés doivent être ajouter en tant qu' « enfant ».
- Le canapé lit est préparé uniquement sur demande et avant la date d'arrivée
Merci

Numéro d'enregistrement
7510201120677",https://www.airbnb.fr/rooms/32659660/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206133_51Ex541Fi%2B9m143Q&guests=1
2848,156,156,Cocon familial (3 pièces) en plein Canal St Martin,Vous aurez le logement (appartement) rien que pour vous.,100€,100€,4 voyageurs,2 chambres,2 lits,1 salle de bain,"4,89",(28),1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Afficher les 16 équipements,"En plein coeur du canal Saint Martin, ce charmant appartement 3 pièces en rez de chaussée qui donne sur une petite cour vous fera penser à une petite maison... Un havre de paix dans un quartier branché !

Le logement
My flat is comfortable in a very beautiful area in Paris called ""canal st martin"". Just close to very famous place in Paris called ""Place de la République"" and the famous ""Hotel du Nord"". The canal is a romantic place with differents bridges where you could see the passage of barges during the day, and also ideal for family with the Villemin park (2 min).

Autres remarques
le lit dans la 2ème chambre est un lit pour enfant de moins de 12 ans (1m60 max).
le couchage dans le salon (canapé) est un couchage pour adulte.",https://www.airbnb.fr/rooms/19983965/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206139_thsik%2FtsCk6mUagY&guests=1
2850,158,158,Appartement moderne avec balcon,Vous aurez le logement (appartement en résidence) rien que pour vous.,100€,100€,5 voyageurs,2 chambres,2 lits,1 salle de bain,"4,88",(17),1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Afficher les 30 équipements,"Charmant petit appartement de 56 m² avec balcon, dans une résidence sécurisée, idéalement situé à 5 min à pied du métro, aux portes de Paris.

Le logement
Situé au 5ème étage d'une résidence sécurisée avec ascenseur, notre appartement a été refait à neuf l'année dernière.

Résidence :
- résidence sécurisée, accessible avec un badge et un digicode
- voisinage sympathique, calme et discret
- espaces verts et gardienne à votre disposition

Sécurité de l'appartement :
- interphone, porte blindée 5 points, détecteur de fumée, double vitrage, volets roulants électriques

Disposition et prestations du logement :
- entrée avec placard (possibilité de disposer les poussettes)
- cuisine équipée (neuve) : grand frigo/congélateur, four, plaque induction/hotte, lave vaisselle, micro-ondes, lave-linge/sèche-linge, cafetière (senseo), nombreux rangement (vaisselles, plats, poêles, casseroles, condiments... à votre disposition)
- grand séjour de 30 m² lumineux et au calme donnant sur un grand bacon de 7 m² : table à manger (avec rallonges), 6 chaises design, canapé convertible (couchage quotidien x140), fauteuil, table basse, grande TV (replay, netflix), wifi
- balcon principal de 7 m² : plantes/petit potager de notre fils (à arroser), chaise longue, table d'extérieur en bois avec deux chaises (possibilité d'une 2e table d'extérieur et chaises pliantes supplémentaires)
- chambre parentale : placard, tables de nuit et petite commode, lit ""queen size"" (x160) neuf (moins d'un an), donnant sur un petit balcon
- chambre enfants donnant sur le balcon principal : lit bébé à barreaux (140x70), lit enfant à barrières (160x80), grand armoire, grande commode avec table à langer, nombreux jouets dont une petite cuisine et un atelier de bricolage
- sanitaire : WC séparé (sans bride), salle de bain avec baignoire/douche thermostatique, meubles avec miroir et éclairage intégré
- équipement enfant/bébé : rehausseur, chaise haute bébé avec plateau, parc bébé, table à langer, marche pied, petits matelas enfants supplémentaire
- autres équipements : séchoir à linge, table/fer à repasser, cintres, serviettes, draps, gel douche, shampoing...

L'appartement est entièrement à votre disposition !",https://www.airbnb.fr/rooms/26858346/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206150_lyn27y%2BLVgQxNnZU&guests=1
2851,159,159,2 bedroom Duplex Paris & Disneyland,Vous aurez le logement (appartement en résidence) rien que pour vous.,89€,89€,7 voyageurs,2 chambres,5 lits,"1,5 salle de bain","4,78",(156),1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,Afficher les 34 équipements,"Spacious 2 bedroom duplex with breathtaking views in the neoclassical building where scenes from Hunger Games Mockingjay Part 2 were filmed . 3 minute walk to Noisy Mont d'Est station, then 15 minutes to the heart of Paris, Disneyland or La Vallée Village luxury outlet.
Fully equipped. Houses 6.

Le logement
Duplex meublé à Marne La Vallée - Porte de Paris
Exceptionnel : duplex meublé de 73m2, aux 17eme et 18eme étages du Palacio, œuvre de l'architecte mondialement connu Ricardo Boffil, où ont été tournées des scènes de Hunger Games La Révolte Partie 2!!!
L'appartement refait et meublé à neuf comporte au 17eme étage un vaste séjour de plus de 35m2 avec cuisine américaine entièrement équipée, et une vue imprenable vers l'ouest, jusqu'à la Tour Eiffel et au delà. Au 18eme et dernier étage se trouvent 2 belles chambres (~10m2 chacune) avec placards et rangements, une grande salle de bain équipée d'une douche et d'une baignoire, de toilettes séparées et d'un vaste dégagement à usages multiples. 2 ventilateurs sont à votre disposition. While we do not have an air conditioner, the apartment is equipped with two fans.
L'appartement se trouve à 5 minutes à pied du RER A (Noisy Mont d'Est), vous plaçant à 15 minutes du centre de Paris, ou de Disneyland.
Toutes les commodités se trouvent littéralement à côté de l'immeuble : centre commercial, cinéma, école maternelle et primaire, nouveau lycée et collège international. Noisy le Grand, premier pôle tertiaire de l'Est parisien, abrite aussi des écoles d'ingénieurs réputées : ENPC, ESIEE...
Nous proposons de louer l'appartement entièrement meublé et équipé : TV, Téléphone et accès internet, machine à laver.... Vous n'aurez plus qu'à ouvrir vos valises!!!
Parking gratuit!

Accès des voyageurs
RER A au pied de l'immeuble - Noisy -le-Grand Mont l'Est

Autres remarques
No smoking",https://www.airbnb.fr/rooms/5588187/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206155_6d7tjfAkG6wznAkz&guests=1
2852,160,160,Warm & Cosy Hippie Chic Style République 8P,Vous aurez le logement (appartement) rien que pour vous.,271€,149€,8 voyageurs,2 chambres,6 lits,2 salles de bain,"5,0 ",(9),1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,Afficher les 39 équipements,"Superbe 4 pièces à 2 minutes à pied du quartier branché et populaire de la République à Paris. Situé au 1er étage avec ascenseur donnant sur une rue calme et cour arboré, vous y passerez un super séjour que ce soit en famille, couple ou amis. Le métro et les bus sont à proximité immédiate 2 mn. Cet emplacement central permet de vous rendre facilement partout dans Paris. Refait entièrement à neuf.

Le logement
Cet appartement à été complètement rénové et décoré, tout le mobilier est neuf et a été choisi avec soin.

Situé dans une petite rue calme l'appartement vous offre les prestations suivantes :

- Une belle salle à manger donnant sur une cuisine américaine entièrement équipée d'un micro ondes et four, plaques de cuisson, d'un grille pain, d'une bouilloire, un frigidaire, d'une cafetière Nespresso, une machine à laver la vaisselle, une machine lavante et séchante

- 2 salles de bains avec douche et WC
Avec sèche cheveux, serviettes de bain et savons

- Un salon composé d'un canapé lit avec vrai matelas 140 x200 ainsi que 2 fauteuils lits
Vous pouvez vous connecter sur votre compte Netflix via la télévision;)

- Une grande chambre parental , avec un lit Queen size 160x200 avec dressing

- Une chambre avec 2 lits simple 90 x 200


Le quartier est paisible, agréable, typiquement parisien et dans le cœur touristique de Paris.
Vous serez à la fois au plus près des plus beaux endroits de la capitale, avec tout le confort de commerce de proximité.
L'emplacement est fantastique avec de très bonnes boulangeries, restaurants, bars, pharmacies, supermarchés à moins de 1 min à pied.
Prise murale USB disponible

Un lit bébé est à votre disposition sur place :)
Ainsi qu'un local bagage que vous pourrez utiliser après 10h le jour de votre départ

Accès des voyageurs
Le logement entier est pour vous :)

Possibilité de laisser les bagages à partir de 10h30 le jour de votre arrivée pendant que la femme de chambre nettoie et revenir à partir de 14h pour le check in

Le jour du check out 10 h vous ne pouvez pas laisser vos bagages dans l’appartement

Autres remarques
Chers hôtes, Je tiens à vous rappeler que vous êtes dans une copropriété, Nous vous demandons donc de bien vouloir respecter le bien-être de tous les occupants. Non-fumeurs et respectueux des lieux. IL EST STRICTEMENT INTERDIT DE FAIRE DES SOIRÉES. Demande d'une caution par Airbnb, une empreinte pas débitée par la banque. Je vous remercie par avance de votre compréhension.
Cordialement :-)
Patricia et Hag

Non-fumeurs et respectueux des lieux.
IL EST STRICTEMENT INTERDIT DE FAIRE DES SOIRÉES.
Demande d'une caution (empreinte) par AirBnB.

Nous vous demandons donc de bien vouloir respecter le bien-être de tous les occupants.

Numéro d'enregistrement
7511004180214",https://www.airbnb.fr/rooms/40169246/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206185_BKyIEFCK0Fu9sBF0&guests=1
